,figure,authenticity,year,band,selling_price_USD,condition,character_type,recorded_sales_updated
12145,Han Solo (Large head),graded,1/1/2023,0.5,131.5,loose_figure,human,8.4
12146,Han Solo (Large head),graded,1/1/2024,0.5,122.5,loose_figure,human,7.2
12147,Han Solo (Large head),graded,1/1/2025,0.5,116.09,loose_figure,human,3.6
12148,Han Solo (Large head),graded,1/1/2013,0.4,43.02,loose_figure,human,0.1
12149,Han Solo (Large head),graded,1/1/2014,0.4,43.75,loose_figure,human,2.4
12150,Han Solo (Large head),graded,1/1/2015,0.4,52.36,loose_figure,human,2.5
12151,Han Solo (Large head),graded,1/1/2016,0.4,56,loose_figure,human,2.7
12152,Han Solo (Large head),graded,1/1/2017,0.4,58.78,loose_figure,human,6
12153,Han Solo (Large head),graded,1/1/2018,0.4,61.07,loose_figure,human,6.6
12154,Han Solo (Large head),graded,1/1/2019,0.4,76.76,loose_figure,human,6.3
12155,Han Solo (Large head),graded,1/1/2020,0.4,82.2,loose_figure,human,5.1
12156,Han Solo (Large head),graded,1/1/2021,0.4,112.89,loose_figure,human,7.3
12157,Han Solo (Large head),graded,1/1/2022,0.4,111.5,loose_figure,human,6.3
12158,Han Solo (Large head),graded,1/1/2023,0.4,123.5,loose_figure,human,8.4
12159,Han Solo (Large head),graded,1/1/2024,0.4,109.25,loose_figure,human,7.2
12160,Han Solo (Large head),graded,1/1/2025,0.4,112.5,loose_figure,human,3.6
12161,Han Solo (Large head),graded,1/1/2013,0.3,43.02,loose_figure,human,0.1
12162,Han Solo (Large head),graded,1/1/2014,0.3,41,loose_figure,human,2.4
12163,Han Solo (Large head),graded,1/1/2015,0.3,46.12,loose_figure,human,2.5
12164,Han Solo (Large head),graded,1/1/2016,0.3,54.76,loose_figure,human,2.7
12165,Han Solo (Large head),graded,1/1/2017,0.3,53.06,loose_figure,human,6
12166,Han Solo (Large head),graded,1/1/2018,0.3,57.48,loose_figure,human,6.6
12167,Han Solo (Large head),graded,1/1/2019,0.3,68.45,loose_figure,human,6.3
12168,Han Solo (Large head),graded,1/1/2020,0.3,78.77,loose_figure,human,5.1
12169,Han Solo (Large head),graded,1/1/2021,0.3,107.5,loose_figure,human,7.3
12170,Han Solo (Large head),graded,1/1/2022,0.3,99,loose_figure,human,6.3
12171,Han Solo (Large head),graded,1/1/2023,0.3,115,loose_figure,human,8.4
12172,Han Solo (Large head),graded,1/1/2024,0.3,100,loose_figure,human,7.2
12173,Han Solo (Large head),graded,1/1/2025,0.3,105.25,loose_figure,human,3.6
12174,Han Solo (Large head),graded,1/1/2013,0.2,43.02,loose_figure,human,0.1
12175,Han Solo (Large head),graded,1/1/2014,0.2,39.37,loose_figure,human,2.4
12176,Han Solo (Large head),graded,1/1/2015,0.2,45.44,loose_figure,human,2.5
12177,Han Solo (Large head),graded,1/1/2016,0.2,51.87,loose_figure,human,2.7
12178,Han Solo (Large head),graded,1/1/2017,0.2,49.99,loose_figure,human,6
12179,Han Solo (Large head),graded,1/1/2018,0.2,52,loose_figure,human,6.6
12180,Han Solo (Large head),graded,1/1/2019,0.2,54.06,loose_figure,human,6.3
12181,Han Solo (Large head),graded,1/1/2020,0.2,69,loose_figure,human,5.1
12182,Han Solo (Large head),graded,1/1/2021,0.2,96,loose_figure,human,7.3
12183,Han Solo (Large head),graded,1/1/2022,0.2,92,loose_figure,human,6.3
12184,Han Solo (Large head),graded,1/1/2023,0.2,102.58,loose_figure,human,8.4
12185,Han Solo (Large head),graded,1/1/2024,0.2,92.89,loose_figure,human,7.2
12186,Han Solo (Large head),graded,1/1/2025,0.2,100,loose_figure,human,3.6
12187,Han Solo (Large head),graded,1/1/2013,0.1,43.02,loose_figure,human,0.1
12188,Han Solo (Large head),graded,1/1/2014,0.1,35,loose_figure,human,2.4
12189,Han Solo (Large head),graded,1/1/2015,0.1,36.85,loose_figure,human,2.5
12190,Han Solo (Large head),graded,1/1/2016,0.1,49,loose_figure,human,2.7
12191,Han Solo (Large head),graded,1/1/2017,0.1,41.39,loose_figure,human,6
12192,Han Solo (Large head),graded,1/1/2018,0.1,48.8,loose_figure,human,6.6
12193,Han Solo (Large head),graded,1/1/2019,0.1,46.7,loose_figure,human,6.3
12194,Han Solo (Large head),graded,1/1/2020,0.1,54.61,loose_figure,human,5.1
12195,Han Solo (Large head),graded,1/1/2021,0.1,90,loose_figure,human,7.3
12196,Han Solo (Large head),graded,1/1/2022,0.1,81.72,loose_figure,human,6.3
12197,Han Solo (Large head),graded,1/1/2023,0.1,91.94,loose_figure,human,8.4
12198,Han Solo (Large head),graded,1/1/2024,0.1,83,loose_figure,human,7.2
12199,Han Solo (Large head),graded,1/1/2025,0.1,84,loose_figure,human,3.6
12200,Han Solo (Small head),ungraded,1/1/2013,1,20.61,loose_figure,human,0.1
12201,Han Solo (Small head),ungraded,1/1/2014,1,112.39,loose_figure,human,7.4
12202,Han Solo (Small head),ungraded,1/1/2015,1,97.23,loose_figure,human,13.4
12203,Han Solo (Small head),ungraded,1/1/2016,1,201.5,loose_figure,human,14.8
12204,Han Solo (Small head),ungraded,1/1/2017,1,250.02,loose_figure,human,9.7
12205,Han Solo (Small head),ungraded,1/1/2018,1,141.15,loose_figure,human,8
12206,Han Solo (Small head),ungraded,1/1/2019,1,74.34,loose_figure,human,6
12207,Han Solo (Small head),ungraded,1/1/2020,1,130.16,loose_figure,human,6.7
12208,Han Solo (Small head),ungraded,1/1/2021,1,237.02,loose_figure,human,10.7
12209,Han Solo (Small head),ungraded,1/1/2022,1,168,loose_figure,human,10.7
12210,Han Solo (Small head),ungraded,1/1/2023,1,255.01,loose_figure,human,10.3
12211,Han Solo (Small head),ungraded,1/1/2024,1,142.5,loose_figure,human,11
12212,Han Solo (Small head),ungraded,1/1/2025,1,149.5,loose_figure,human,7.8
12213,Han Solo (Small head),ungraded,1/1/2013,0.9,20.61,loose_figure,human,0.1
12214,Han Solo (Small head),ungraded,1/1/2014,0.9,41,loose_figure,human,7.4
12215,Han Solo (Small head),ungraded,1/1/2015,0.9,55.55,loose_figure,human,13.4
12216,Han Solo (Small head),ungraded,1/1/2016,0.9,68.03,loose_figure,human,14.8
12217,Han Solo (Small head),ungraded,1/1/2017,0.9,71.23,loose_figure,human,9.7
12218,Han Solo (Small head),ungraded,1/1/2018,0.9,71.9,loose_figure,human,8
12219,Han Solo (Small head),ungraded,1/1/2019,0.9,48.78,loose_figure,human,6
12220,Han Solo (Small head),ungraded,1/1/2020,0.9,65.76,loose_figure,human,6.7
12221,Han Solo (Small head),ungraded,1/1/2021,0.9,89.99,loose_figure,human,10.7
12222,Han Solo (Small head),ungraded,1/1/2022,0.9,94,loose_figure,human,10.7
12223,Han Solo (Small head),ungraded,1/1/2023,0.9,91,loose_figure,human,10.3
12224,Han Solo (Small head),ungraded,1/1/2024,0.9,79.99,loose_figure,human,11
12225,Han Solo (Small head),ungraded,1/1/2025,0.9,79.99,loose_figure,human,7.8
12226,Han Solo (Small head),ungraded,1/1/2013,0.8,20.61,loose_figure,human,0.1
12227,Han Solo (Small head),ungraded,1/1/2014,0.8,37,loose_figure,human,7.4
12228,Han Solo (Small head),ungraded,1/1/2015,0.8,45.57,loose_figure,human,13.4
12229,Han Solo (Small head),ungraded,1/1/2016,0.8,55.99,loose_figure,human,14.8
12230,Han Solo (Small head),ungraded,1/1/2017,0.8,60.76,loose_figure,human,9.7
12231,Han Solo (Small head),ungraded,1/1/2018,0.8,55.74,loose_figure,human,8
12232,Han Solo (Small head),ungraded,1/1/2019,0.8,43,loose_figure,human,6
12233,Han Solo (Small head),ungraded,1/1/2020,0.8,54.39,loose_figure,human,6.7
12234,Han Solo (Small head),ungraded,1/1/2021,0.8,74.99,loose_figure,human,10.7
12235,Han Solo (Small head),ungraded,1/1/2022,0.8,73.55,loose_figure,human,10.7
12236,Han Solo (Small head),ungraded,1/1/2023,0.8,79.23,loose_figure,human,10.3
12237,Han Solo (Small head),ungraded,1/1/2024,0.8,69.99,loose_figure,human,11
12238,Han Solo (Small head),ungraded,1/1/2025,0.8,69.99,loose_figure,human,7.8
12239,Han Solo (Small head),ungraded,1/1/2013,0.7,20.61,loose_figure,human,0.1
12240,Han Solo (Small head),ungraded,1/1/2014,0.7,32,loose_figure,human,7.4
12241,Han Solo (Small head),ungraded,1/1/2015,0.7,40.98,loose_figure,human,13.4
12242,Han Solo (Small head),ungraded,1/1/2016,0.7,48.16,loose_figure,human,14.8
12243,Han Solo (Small head),ungraded,1/1/2017,0.7,56,loose_figure,human,9.7
12244,Han Solo (Small head),ungraded,1/1/2018,0.7,46,loose_figure,human,8
12245,Han Solo (Small head),ungraded,1/1/2019,0.7,39,loose_figure,human,6
12246,Han Solo (Small head),ungraded,1/1/2020,0.7,48.39,loose_figure,human,6.7
12247,Han Solo (Small head),ungraded,1/1/2021,0.7,66,loose_figure,human,10.7
12248,Han Solo (Small head),ungraded,1/1/2022,0.7,69.99,loose_figure,human,10.7
12249,Han Solo (Small head),ungraded,1/1/2023,0.7,60,loose_figure,human,10.3
12250,Han Solo (Small head),ungraded,1/1/2024,0.7,64.52,loose_figure,human,11
12251,Han Solo (Small head),ungraded,1/1/2025,0.7,62.75,loose_figure,human,7.8
12252,Han Solo (Small head),ungraded,1/1/2013,0.6,20.61,loose_figure,human,0.1
12253,Han Solo (Small head),ungraded,1/1/2014,0.6,26.25,loose_figure,human,7.4
12254,Han Solo (Small head),ungraded,1/1/2015,0.6,33.01,loose_figure,human,13.4
12255,Han Solo (Small head),ungraded,1/1/2016,0.6,43.96,loose_figure,human,14.8
12256,Han Solo (Small head),ungraded,1/1/2017,0.6,45,loose_figure,human,9.7
12257,Han Solo (Small head),ungraded,1/1/2018,0.6,41,loose_figure,human,8
12258,Han Solo (Small head),ungraded,1/1/2019,0.6,33.81,loose_figure,human,6
12259,Han Solo (Small head),ungraded,1/1/2020,0.6,44.99,loose_figure,human,6.7
12260,Han Solo (Small head),ungraded,1/1/2021,0.6,59,loose_figure,human,10.7
12261,Han Solo (Small head),ungraded,1/1/2022,0.6,62.81,loose_figure,human,10.7
12262,Han Solo (Small head),ungraded,1/1/2023,0.6,56.95,loose_figure,human,10.3
12263,Han Solo (Small head),ungraded,1/1/2024,0.6,56,loose_figure,human,11
12264,Han Solo (Small head),ungraded,1/1/2025,0.6,56.99,loose_figure,human,7.8
12265,Han Solo (Small head),ungraded,1/1/2013,0.5,20.61,loose_figure,human,0.1
12266,Han Solo (Small head),ungraded,1/1/2014,0.5,25,loose_figure,human,7.4
12267,Han Solo (Small head),ungraded,1/1/2015,0.5,28.77,loose_figure,human,13.4
12268,Han Solo (Small head),ungraded,1/1/2016,0.5,39,loose_figure,human,14.8
12269,Han Solo (Small head),ungraded,1/1/2017,0.5,36.99,loose_figure,human,9.7
12270,Han Solo (Small head),ungraded,1/1/2018,0.5,34.69,loose_figure,human,8
12271,Han Solo (Small head),ungraded,1/1/2019,0.5,29.21,loose_figure,human,6
12272,Han Solo (Small head),ungraded,1/1/2020,0.5,39.99,loose_figure,human,6.7
12273,Han Solo (Small head),ungraded,1/1/2021,0.5,49.99,loose_figure,human,10.7
12274,Han Solo (Small head),ungraded,1/1/2022,0.5,57.01,loose_figure,human,10.7
12275,Han Solo (Small head),ungraded,1/1/2023,0.5,53.44,loose_figure,human,10.3
12276,Han Solo (Small head),ungraded,1/1/2024,0.5,52.95,loose_figure,human,11
12277,Han Solo (Small head),ungraded,1/1/2025,0.5,54,loose_figure,human,7.8
12278,Han Solo (Small head),ungraded,1/1/2013,0.4,20.61,loose_figure,human,0.1
12279,Han Solo (Small head),ungraded,1/1/2014,0.4,23.31,loose_figure,human,7.4
12280,Han Solo (Small head),ungraded,1/1/2015,0.4,24.99,loose_figure,human,13.4
12281,Han Solo (Small head),ungraded,1/1/2016,0.4,34.33,loose_figure,human,14.8
12282,Han Solo (Small head),ungraded,1/1/2017,0.4,31.02,loose_figure,human,9.7
12283,Han Solo (Small head),ungraded,1/1/2018,0.4,31.94,loose_figure,human,8
12284,Han Solo (Small head),ungraded,1/1/2019,0.4,26,loose_figure,human,6
12285,Han Solo (Small head),ungraded,1/1/2020,0.4,34.95,loose_figure,human,6.7
12286,Han Solo (Small head),ungraded,1/1/2021,0.4,45.44,loose_figure,human,10.7
12287,Han Solo (Small head),ungraded,1/1/2022,0.4,50.93,loose_figure,human,10.7
12288,Han Solo (Small head),ungraded,1/1/2023,0.4,49.95,loose_figure,human,10.3
12289,Han Solo (Small head),ungraded,1/1/2024,0.4,48.88,loose_figure,human,11
12290,Han Solo (Small head),ungraded,1/1/2025,0.4,50.9,loose_figure,human,7.8
12291,Han Solo (Small head),ungraded,1/1/2013,0.3,20.61,loose_figure,human,0.1
12292,Han Solo (Small head),ungraded,1/1/2014,0.3,19.5,loose_figure,human,7.4
12293,Han Solo (Small head),ungraded,1/1/2015,0.3,20.51,loose_figure,human,13.4
12294,Han Solo (Small head),ungraded,1/1/2016,0.3,29.34,loose_figure,human,14.8
12295,Han Solo (Small head),ungraded,1/1/2017,0.3,27,loose_figure,human,9.7
12296,Han Solo (Small head),ungraded,1/1/2018,0.3,27,loose_figure,human,8
12297,Han Solo (Small head),ungraded,1/1/2019,0.3,20.84,loose_figure,human,6
12298,Han Solo (Small head),ungraded,1/1/2020,0.3,29.06,loose_figure,human,6.7
12299,Han Solo (Small head),ungraded,1/1/2021,0.3,39,loose_figure,human,10.7
12300,Han Solo (Small head),ungraded,1/1/2022,0.3,44.29,loose_figure,human,10.7
12301,Han Solo (Small head),ungraded,1/1/2023,0.3,42.88,loose_figure,human,10.3
12302,Han Solo (Small head),ungraded,1/1/2024,0.3,43.95,loose_figure,human,11
12303,Han Solo (Small head),ungraded,1/1/2025,0.3,44.99,loose_figure,human,7.8
12304,Han Solo (Small head),ungraded,1/1/2013,0.2,20.61,loose_figure,human,0.1
12305,Han Solo (Small head),ungraded,1/1/2014,0.2,16.93,loose_figure,human,7.4
12306,Han Solo (Small head),ungraded,1/1/2015,0.2,19,loose_figure,human,13.4
12307,Han Solo (Small head),ungraded,1/1/2016,0.2,22.48,loose_figure,human,14.8
12308,Han Solo (Small head),ungraded,1/1/2017,0.2,21.5,loose_figure,human,9.7
12309,Han Solo (Small head),ungraded,1/1/2018,0.2,21.5,loose_figure,human,8
12310,Han Solo (Small head),ungraded,1/1/2019,0.2,20.21,loose_figure,human,6
12311,Han Solo (Small head),ungraded,1/1/2020,0.2,24.26,loose_figure,human,6.7
12312,Han Solo (Small head),ungraded,1/1/2021,0.2,32,loose_figure,human,10.7
12313,Han Solo (Small head),ungraded,1/1/2022,0.2,38,loose_figure,human,10.7
12314,Han Solo (Small head),ungraded,1/1/2023,0.2,31.69,loose_figure,human,10.3
12315,Han Solo (Small head),ungraded,1/1/2024,0.2,37.25,loose_figure,human,11
12316,Han Solo (Small head),ungraded,1/1/2025,0.2,38,loose_figure,human,7.8
12317,Han Solo (Small head),ungraded,1/1/2013,0.1,20.61,loose_figure,human,0.1
12318,Han Solo (Small head),ungraded,1/1/2014,0.1,13.61,loose_figure,human,7.4
12319,Han Solo (Small head),ungraded,1/1/2015,0.1,13.5,loose_figure,human,13.4
12320,Han Solo (Small head),ungraded,1/1/2016,0.1,18.19,loose_figure,human,14.8
12321,Han Solo (Small head),ungraded,1/1/2017,0.1,17.5,loose_figure,human,9.7
12322,Han Solo (Small head),ungraded,1/1/2018,0.1,18.49,loose_figure,human,8
12323,Han Solo (Small head),ungraded,1/1/2019,0.1,13.99,loose_figure,human,6
12324,Han Solo (Small head),ungraded,1/1/2020,0.1,18.57,loose_figure,human,6.7
12325,Han Solo (Small head),ungraded,1/1/2021,0.1,22.5,loose_figure,human,10.7
12326,Han Solo (Small head),ungraded,1/1/2022,0.1,29.88,loose_figure,human,10.7
12327,Han Solo (Small head),ungraded,1/1/2023,0.1,27.26,loose_figure,human,10.3
12328,Han Solo (Small head),ungraded,1/1/2024,0.1,26,loose_figure,human,11
12329,Han Solo (Small head),ungraded,1/1/2025,0.1,28.5,loose_figure,human,7.8
12330,Han Solo (Small head),graded,1/1/2013,1,54.14,loose_figure,human,0.1
12331,Han Solo (Small head),graded,1/1/2014,1,128.78,loose_figure,human,2.2
12332,Han Solo (Small head),graded,1/1/2015,1,207.5,loose_figure,human,2.4
12333,Han Solo (Small head),graded,1/1/2016,1,1125,loose_figure,human,3.2
12334,Han Solo (Small head),graded,1/1/2017,1,380,loose_figure,human,4.6
12335,Han Solo (Small head),graded,1/1/2018,1,330.99,loose_figure,human,4.9
12336,Han Solo (Small head),graded,1/1/2019,1,238.5,loose_figure,human,4.1
12337,Han Solo (Small head),graded,1/1/2020,1,381.88,loose_figure,human,2.4
12338,Han Solo (Small head),graded,1/1/2021,1,1150,loose_figure,human,5
12339,Han Solo (Small head),graded,1/1/2022,1,841,loose_figure,human,4.5
12340,Han Solo (Small head),graded,1/1/2023,1,583,loose_figure,human,4.7
12341,Han Solo (Small head),graded,1/1/2024,1,574,loose_figure,human,3.9
12342,Han Solo (Small head),graded,1/1/2025,1,336.15,loose_figure,human,1.6
12343,Han Solo (Small head),graded,1/1/2013,0.9,54.14,loose_figure,human,0.1
12344,Han Solo (Small head),graded,1/1/2014,0.9,83,loose_figure,human,2.2
12345,Han Solo (Small head),graded,1/1/2015,0.9,157.42,loose_figure,human,2.4
12346,Han Solo (Small head),graded,1/1/2016,0.9,190.5,loose_figure,human,3.2
12347,Han Solo (Small head),graded,1/1/2017,0.9,202.5,loose_figure,human,4.6
12348,Han Solo (Small head),graded,1/1/2018,0.9,177.44,loose_figure,human,4.9
12349,Han Solo (Small head),graded,1/1/2019,0.9,211.28,loose_figure,human,4.1
12350,Han Solo (Small head),graded,1/1/2020,0.9,202.5,loose_figure,human,2.4
12351,Han Solo (Small head),graded,1/1/2021,0.9,332,loose_figure,human,5
12352,Han Solo (Small head),graded,1/1/2022,0.9,414,loose_figure,human,4.5
12353,Han Solo (Small head),graded,1/1/2023,0.9,361.9,loose_figure,human,4.7
12354,Han Solo (Small head),graded,1/1/2024,0.9,315,loose_figure,human,3.9
12355,Han Solo (Small head),graded,1/1/2025,0.9,225,loose_figure,human,1.6
12356,Han Solo (Small head),graded,1/1/2013,0.8,54.14,loose_figure,human,0.1
12357,Han Solo (Small head),graded,1/1/2014,0.8,79.2,loose_figure,human,2.2
12358,Han Solo (Small head),graded,1/1/2015,0.8,119.99,loose_figure,human,2.4
12359,Han Solo (Small head),graded,1/1/2016,0.8,143.7,loose_figure,human,3.2
12360,Han Solo (Small head),graded,1/1/2017,0.8,156,loose_figure,human,4.6
12361,Han Solo (Small head),graded,1/1/2018,0.8,150,loose_figure,human,4.9
12362,Han Solo (Small head),graded,1/1/2019,0.8,154.5,loose_figure,human,4.1
12363,Han Solo (Small head),graded,1/1/2020,0.8,178.5,loose_figure,human,2.4
12364,Han Solo (Small head),graded,1/1/2021,0.8,295,loose_figure,human,5
12365,Han Solo (Small head),graded,1/1/2022,0.8,280,loose_figure,human,4.5
12366,Han Solo (Small head),graded,1/1/2023,0.8,302.6,loose_figure,human,4.7
12367,Han Solo (Small head),graded,1/1/2024,0.8,244.97,loose_figure,human,3.9
12368,Han Solo (Small head),graded,1/1/2025,0.8,220.5,loose_figure,human,1.6
12369,Han Solo (Small head),graded,1/1/2013,0.7,54.14,loose_figure,human,0.1
12370,Han Solo (Small head),graded,1/1/2014,0.7,74.99,loose_figure,human,2.2
12371,Han Solo (Small head),graded,1/1/2015,0.7,108.5,loose_figure,human,2.4
12372,Han Solo (Small head),graded,1/1/2016,0.7,119.99,loose_figure,human,3.2
12373,Han Solo (Small head),graded,1/1/2017,0.7,128.96,loose_figure,human,4.6
12374,Han Solo (Small head),graded,1/1/2018,0.7,137.5,loose_figure,human,4.9
12375,Han Solo (Small head),graded,1/1/2019,0.7,142.5,loose_figure,human,4.1
12376,Han Solo (Small head),graded,1/1/2020,0.7,173.41,loose_figure,human,2.4
12377,Han Solo (Small head),graded,1/1/2021,0.7,245,loose_figure,human,5
12378,Han Solo (Small head),graded,1/1/2022,0.7,237.5,loose_figure,human,4.5
12379,Han Solo (Small head),graded,1/1/2023,0.7,249,loose_figure,human,4.7
12380,Han Solo (Small head),graded,1/1/2024,0.7,217.5,loose_figure,human,3.9
12381,Han Solo (Small head),graded,1/1/2025,0.7,202.5,loose_figure,human,1.6
12382,Han Solo (Small head),graded,1/1/2013,0.6,54.14,loose_figure,human,0.1
12383,Han Solo (Small head),graded,1/1/2014,0.6,70.25,loose_figure,human,2.2
12384,Han Solo (Small head),graded,1/1/2015,0.6,86.05,loose_figure,human,2.4
12385,Han Solo (Small head),graded,1/1/2016,0.6,109.99,loose_figure,human,3.2
12386,Han Solo (Small head),graded,1/1/2017,0.6,118.22,loose_figure,human,4.6
12387,Han Solo (Small head),graded,1/1/2018,0.6,104.49,loose_figure,human,4.9
12388,Han Solo (Small head),graded,1/1/2019,0.6,127.5,loose_figure,human,4.1
12389,Han Solo (Small head),graded,1/1/2020,0.6,155.33,loose_figure,human,2.4
12390,Han Solo (Small head),graded,1/1/2021,0.6,225,loose_figure,human,5
12391,Han Solo (Small head),graded,1/1/2022,0.6,195,loose_figure,human,4.5
12392,Han Solo (Small head),graded,1/1/2023,0.6,179.5,loose_figure,human,4.7
12393,Han Solo (Small head),graded,1/1/2024,0.6,210,loose_figure,human,3.9
12394,Han Solo (Small head),graded,1/1/2025,0.6,199.81,loose_figure,human,1.6
12395,Han Solo (Small head),graded,1/1/2013,0.5,54.14,loose_figure,human,0.1
12396,Han Solo (Small head),graded,1/1/2014,0.5,59.99,loose_figure,human,2.2
12397,Han Solo (Small head),graded,1/1/2015,0.5,83.05,loose_figure,human,2.4
12398,Han Solo (Small head),graded,1/1/2016,0.5,96.21,loose_figure,human,3.2
12399,Han Solo (Small head),graded,1/1/2017,0.5,100,loose_figure,human,4.6
12400,Han Solo (Small head),graded,1/1/2018,0.5,100.01,loose_figure,human,4.9
12401,Han Solo (Small head),graded,1/1/2019,0.5,116.96,loose_figure,human,4.1
12402,Han Solo (Small head),graded,1/1/2020,0.5,142.66,loose_figure,human,2.4
12403,Han Solo (Small head),graded,1/1/2021,0.5,189.95,loose_figure,human,5
12404,Han Solo (Small head),graded,1/1/2022,0.5,184,loose_figure,human,4.5
12405,Han Solo (Small head),graded,1/1/2023,0.5,144.5,loose_figure,human,4.7
12406,Han Solo (Small head),graded,1/1/2024,0.5,198.5,loose_figure,human,3.9
12407,Han Solo (Small head),graded,1/1/2025,0.5,160,loose_figure,human,1.6
12408,Han Solo (Small head),graded,1/1/2013,0.4,54.14,loose_figure,human,0.1
12409,Han Solo (Small head),graded,1/1/2014,0.4,56.05,loose_figure,human,2.2
12410,Han Solo (Small head),graded,1/1/2015,0.4,79.68,loose_figure,human,2.4
12411,Han Solo (Small head),graded,1/1/2016,0.4,77,loose_figure,human,3.2
12412,Han Solo (Small head),graded,1/1/2017,0.4,90.98,loose_figure,human,4.6
12413,Han Solo (Small head),graded,1/1/2018,0.4,91.99,loose_figure,human,4.9
12414,Han Solo (Small head),graded,1/1/2019,0.4,94.51,loose_figure,human,4.1
12415,Han Solo (Small head),graded,1/1/2020,0.4,135.99,loose_figure,human,2.4
12416,Han Solo (Small head),graded,1/1/2021,0.4,165,loose_figure,human,5
12417,Han Solo (Small head),graded,1/1/2022,0.4,177.5,loose_figure,human,4.5
12418,Han Solo (Small head),graded,1/1/2023,0.4,135.5,loose_figure,human,4.7
12419,Han Solo (Small head),graded,1/1/2024,0.4,175,loose_figure,human,3.9
12420,Han Solo (Small head),graded,1/1/2025,0.4,160,loose_figure,human,1.6
12421,Han Solo (Small head),graded,1/1/2013,0.3,54.14,loose_figure,human,0.1
12422,Han Solo (Small head),graded,1/1/2014,0.3,54.99,loose_figure,human,2.2
12423,Han Solo (Small head),graded,1/1/2015,0.3,74.99,loose_figure,human,2.4
12424,Han Solo (Small head),graded,1/1/2016,0.3,64.99,loose_figure,human,3.2
12425,Han Solo (Small head),graded,1/1/2017,0.3,83.01,loose_figure,human,4.6
12426,Han Solo (Small head),graded,1/1/2018,0.3,84,loose_figure,human,4.9
12427,Han Solo (Small head),graded,1/1/2019,0.3,80.73,loose_figure,human,4.1
12428,Han Solo (Small head),graded,1/1/2020,0.3,111.77,loose_figure,human,2.4
12429,Han Solo (Small head),graded,1/1/2021,0.3,139.95,loose_figure,human,5
12430,Han Solo (Small head),graded,1/1/2022,0.3,159.99,loose_figure,human,4.5
12431,Han Solo (Small head),graded,1/1/2023,0.3,120.5,loose_figure,human,4.7
12432,Han Solo (Small head),graded,1/1/2024,0.3,160,loose_figure,human,3.9
12433,Han Solo (Small head),graded,1/1/2025,0.3,142.5,loose_figure,human,1.6
12434,Han Solo (Small head),graded,1/1/2013,0.2,54.14,loose_figure,human,0.1
12435,Han Solo (Small head),graded,1/1/2014,0.2,53.05,loose_figure,human,2.2
12436,Han Solo (Small head),graded,1/1/2015,0.2,69,loose_figure,human,2.4
12437,Han Solo (Small head),graded,1/1/2016,0.2,59.99,loose_figure,human,3.2
12438,Han Solo (Small head),graded,1/1/2017,0.2,74.63,loose_figure,human,4.6
12439,Han Solo (Small head),graded,1/1/2018,0.2,70.69,loose_figure,human,4.9
12440,Han Solo (Small head),graded,1/1/2019,0.2,68.01,loose_figure,human,4.1
12441,Han Solo (Small head),graded,1/1/2020,0.2,105.5,loose_figure,human,2.4
12442,Han Solo (Small head),graded,1/1/2021,0.2,118.61,loose_figure,human,5
12443,Han Solo (Small head),graded,1/1/2022,0.2,129.99,loose_figure,human,4.5
12444,Han Solo (Small head),graded,1/1/2023,0.2,112.5,loose_figure,human,4.7
12445,Han Solo (Small head),graded,1/1/2024,0.2,121,loose_figure,human,3.9
12446,Han Solo (Small head),graded,1/1/2025,0.2,142.17,loose_figure,human,1.6
12447,Han Solo (Small head),graded,1/1/2013,0.1,54.14,loose_figure,human,0.1
12448,Han Solo (Small head),graded,1/1/2014,0.1,38,loose_figure,human,2.2
12449,Han Solo (Small head),graded,1/1/2015,0.1,66,loose_figure,human,2.4
12450,Han Solo (Small head),graded,1/1/2016,0.1,54.99,loose_figure,human,3.2
12451,Han Solo (Small head),graded,1/1/2017,0.1,56,loose_figure,human,4.6
12452,Han Solo (Small head),graded,1/1/2018,0.1,55.53,loose_figure,human,4.9
12453,Han Solo (Small head),graded,1/1/2019,0.1,57,loose_figure,human,4.1
12454,Han Solo (Small head),graded,1/1/2020,0.1,94,loose_figure,human,2.4
12455,Han Solo (Small head),graded,1/1/2021,0.1,78.75,loose_figure,human,5
12456,Han Solo (Small head),graded,1/1/2022,0.1,96.78,loose_figure,human,4.5
12457,Han Solo (Small head),graded,1/1/2023,0.1,88,loose_figure,human,4.7
12458,Han Solo (Small head),graded,1/1/2024,0.1,95.06,loose_figure,human,3.9
12459,Han Solo (Small head),graded,1/1/2025,0.1,124.86,loose_figure,human,1.6
12460,IG-88,ungraded,1/1/2013,1,16.47,loose_figure,droid,0.9
12461,IG-88,ungraded,1/1/2014,1,36,loose_figure,droid,17.3
12462,IG-88,ungraded,1/1/2015,1,101.27,loose_figure,droid,26.3
12463,IG-88,ungraded,1/1/2016,1,218.94,loose_figure,droid,20.1
12464,IG-88,ungraded,1/1/2017,1,122.11,loose_figure,droid,15
12465,IG-88,ungraded,1/1/2018,1,103.49,loose_figure,droid,16.4
12466,IG-88,ungraded,1/1/2019,1,60.47,loose_figure,droid,13.8
12467,IG-88,ungraded,1/1/2020,1,194.3,loose_figure,droid,16.8
12468,IG-88,ungraded,1/1/2021,1,88.59,loose_figure,droid,23
12469,IG-88,ungraded,1/1/2022,1,67.99,loose_figure,droid,24.7
12470,IG-88,ungraded,1/1/2023,1,188,loose_figure,droid,22.2
